﻿COUNTRY,YEAR,SPECIMEN,PATHOGEN,GENDER,ORIGIN,AGEGROUP,ANTIBIOTIC,RESISTANT,INTERMEDIATE,NONSUSCEPTIBLE,SUSCEPTIBLE,UNKNOWN_NO_AST,UNKNOWN_NO_BREAKPOINTS,BATCHID
JPN,2017,BLOOD,KLEPNE,F,HO,01<04,FEP,1,0,0,11,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,05<14,FEP,0,0,0,17,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,15<24,FEP,4,0,0,14,4,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,25<34,FEP,1,0,0,41,5,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,35<44,FEP,3,0,0,65,11,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,45<54,FEP,12,2,0,172,19,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,55<64,FEP,20,4,1,327,27,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,65<74,FEP,21,6,0,816,118,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,75<84,FEP,48,10,1,1361,205,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,85<,FEP,41,6,0,1221,167,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,<1,COL,0,0,0,0,6,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,01<04,COL,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,05<14,COL,0,0,0,0,2,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,15<24,COL,0,0,0,0,8,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,25<34,COL,0,0,0,0,18,1,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,35<44,COL,0,0,0,0,51,1,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,45<54,COL,0,0,0,0,170,3,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,55<64,COL,0,0,0,0,528,5,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,65<74,COL,0,0,0,0,1389,35,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,75<84,COL,0,0,0,0,2139,21,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,85<,COL,0,0,0,0,1245,7,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,<1,COL,0,0,0,0,34,3,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,01<04,COL,0,0,0,0,10,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,05<14,COL,0,0,0,0,19,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,15<24,COL,0,0,0,0,35,4,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,25<34,COL,0,0,0,0,51,2,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,35<44,COL,0,0,0,0,100,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,45<54,COL,0,0,0,0,287,7,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,55<64,COL,0,0,0,0,756,16,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,65<74,COL,0,0,0,0,2091,29,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,75<84,COL,0,0,0,0,2599,31,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,85<,COL,0,0,0,0,1322,11,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,<1,COL,0,0,0,0,5,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,01<04,COL,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,05<14,COL,0,0,0,0,5,1,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,15<24,COL,0,0,0,0,9,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,25<34,COL,0,0,0,0,14,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,35<44,COL,0,0,0,0,45,2,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,45<54,COL,0,0,0,0,85,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,55<64,COL,0,0,0,0,251,7,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,65<74,COL,0,0,0,0,806,7,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,75<84,COL,0,0,0,0,1339,14,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,85<,COL,0,0,0,0,1520,12,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,<1,COL,0,0,0,0,27,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,01<04,COL,0,0,0,0,12,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,05<14,COL,0,0,0,0,16,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,15<24,COL,0,0,0,0,19,3,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,25<34,COL,0,0,0,0,45,2,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,35<44,COL,0,0,0,0,77,2,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,45<54,COL,0,0,0,0,200,5,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,55<64,COL,0,0,0,0,370,9,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,65<74,COL,0,0,0,0,944,17,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,75<84,COL,0,0,0,0,1601,24,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,85<,COL,0,0,0,0,1420,15,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,<1,LVX,0,0,0,5,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,01<04,LVX,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,05<14,LVX,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,15<24,LVX,0,0,0,7,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,25<34,LVX,0,0,0,19,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,35<44,LVX,0,0,0,52,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,45<54,LVX,3,2,0,159,9,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,55<64,LVX,5,4,0,507,17,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,65<74,LVX,15,11,0,1356,42,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,75<84,LVX,29,15,0,2058,58,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,85<,LVX,16,10,0,1190,36,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,<1,LVX,0,1,0,35,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,01<04,LVX,2,0,0,7,2,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,05<14,LVX,0,1,0,18,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,15<24,LVX,1,1,0,37,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,25<34,LVX,0,2,0,46,5,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,35<44,LVX,1,0,0,91,8,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,45<54,LVX,9,7,0,273,5,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,55<64,LVX,23,3,0,727,19,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,65<74,LVX,59,18,1,1973,69,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,75<84,LVX,66,29,0,2472,63,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,85<,LVX,25,19,0,1259,30,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,<1,LVX,0,0,0,5,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,01<04,LVX,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,05<14,LVX,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,15<24,LVX,0,0,0,8,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,25<34,LVX,0,0,0,14,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,35<44,LVX,0,0,0,47,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,45<54,LVX,2,0,0,82,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,55<64,LVX,1,1,0,250,6,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,65<74,LVX,8,5,0,783,17,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,75<84,LVX,19,9,0,1292,33,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,85<,LVX,16,5,0,1478,33,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,<1,LVX,1,1,0,26,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,01<04,LVX,1,1,0,10,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,05<14,LVX,1,1,0,14,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,15<24,LVX,0,1,0,20,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,25<34,LVX,0,3,0,44,0,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,35<44,LVX,3,1,0,69,6,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,45<54,LVX,3,1,0,189,12,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,55<64,LVX,14,1,0,352,12,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,65<74,LVX,19,5,0,896,41,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,75<84,LVX,28,12,0,1548,37,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,85<,LVX,19,15,0,1380,21,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,<1,CIP,0,0,0,3,3,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,01<04,CIP,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,05<14,CIP,0,0,0,1,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,15<24,CIP,0,0,0,4,4,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,25<34,CIP,0,0,0,8,11,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,35<44,CIP,0,0,0,34,18,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,45<54,CIP,3,0,0,78,92,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,55<64,CIP,5,3,0,216,309,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,65<74,CIP,11,4,0,681,728,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,75<84,CIP,23,11,0,956,1170,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,85<,CIP,10,4,0,534,704,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,<1,CIP,0,0,0,16,21,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,01<04,CIP,2,0,0,6,3,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,05<14,CIP,1,0,0,12,7,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,15<24,CIP,2,0,0,15,22,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,25<34,CIP,1,1,0,25,26,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,35<44,CIP,1,2,0,40,57,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,45<54,CIP,8,2,0,130,154,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,55<64,CIP,17,3,0,353,399,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,65<74,CIP,37,11,0,988,1084,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,75<84,CIP,45,20,0,1190,1375,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,85<,CIP,21,7,0,597,708,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,<1,CIP,0,0,0,3,2,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,01<04,CIP,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,05<14,CIP,0,0,0,4,2,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,15<24,CIP,0,0,0,4,5,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,25<34,CIP,0,0,0,9,5,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,35<44,CIP,0,0,0,23,24,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,45<54,CIP,1,0,0,34,50,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,55<64,CIP,0,2,0,116,140,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,65<74,CIP,6,3,0,352,452,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,75<84,CIP,15,6,0,582,750,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,85<,CIP,11,6,1,660,854,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,<1,CIP,1,0,0,11,16,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,01<04,CIP,0,0,0,5,7,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,05<14,CIP,1,0,0,9,7,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,15<24,CIP,0,0,0,10,12,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,25<34,CIP,1,0,0,20,26,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,35<44,CIP,4,0,0,43,32,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,45<54,CIP,2,2,0,93,108,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,55<64,CIP,6,4,0,180,189,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,65<74,CIP,16,3,0,450,492,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,75<84,CIP,29,11,0,752,833,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,85<,CIP,19,7,0,641,768,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,<1,J01EE,1,0,0,4,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,01<04,J01EE,1,0,0,0,0,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,05<14,J01EE,1,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,15<24,J01EE,2,0,0,5,1,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,25<34,J01EE,0,0,0,14,5,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,35<44,J01EE,0,0,0,31,21,0,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,45<54,J01EE,10,0,0,123,38,2,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,55<64,J01EE,26,0,0,403,102,2,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,65<74,J01EE,68,0,0,1017,330,9,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,75<84,J01EE,114,0,0,1589,446,11,DS1
JPN,2017,BLOOD,KLEPNE,M,CO,85<,J01EE,56,0,0,951,234,11,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,<1,J01EE,3,0,0,23,10,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,01<04,J01EE,4,0,0,2,4,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,05<14,J01EE,7,0,0,6,6,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,15<24,J01EE,6,0,0,22,11,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,25<34,J01EE,7,0,0,30,16,0,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,35<44,J01EE,15,0,0,51,32,2,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,45<54,J01EE,28,0,0,183,82,1,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,55<64,J01EE,63,0,0,509,196,4,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,65<74,J01EE,201,0,0,1366,544,9,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,75<84,J01EE,225,0,0,1776,622,7,DS1
JPN,2017,BLOOD,KLEPNE,M,HO,85<,J01EE,80,0,0,903,341,9,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,<1,J01EE,0,0,0,3,2,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,01<04,J01EE,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,05<14,J01EE,0,0,0,5,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,15<24,J01EE,0,0,0,8,1,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,25<34,J01EE,2,0,0,9,3,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,35<44,J01EE,3,0,0,31,13,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,45<54,J01EE,5,0,0,67,13,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,55<64,J01EE,17,0,0,195,46,0,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,65<74,J01EE,38,0,0,600,172,3,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,75<84,J01EE,85,0,0,1002,256,10,DS1
JPN,2017,BLOOD,KLEPNE,F,CO,85<,J01EE,64,0,0,1140,317,11,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,<1,J01EE,1,0,0,19,8,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,01<04,J01EE,4,0,0,5,2,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,05<14,J01EE,3,0,0,7,6,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,15<24,J01EE,4,0,0,12,4,2,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,25<34,J01EE,7,0,0,29,10,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,35<44,J01EE,15,0,0,42,19,3,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,45<54,J01EE,30,0,0,123,52,0,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,55<64,J01EE,44,0,0,240,94,1,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,65<74,J01EE,80,0,0,615,260,6,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,75<84,J01EE,121,0,0,1097,396,11,DS1
JPN,2017,BLOOD,KLEPNE,F,HO,85<,J01EE,81,0,0,995,355,4,DS1
JPN,2017,BLOOD,ACISPP,M,CO,<1,IPM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,01<04,IPM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,05<14,IPM,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,15<24,IPM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,25<34,IPM,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,35<44,IPM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,45<54,IPM,0,0,0,5,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,55<64,IPM,0,0,0,3,3,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,65<74,IPM,0,0,0,20,14,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,75<84,IPM,0,0,0,19,9,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,85<,IPM,0,0,0,11,10,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,<1,IPM,0,0,0,1,4,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,01<04,IPM,0,0,0,2,3,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,05<14,IPM,0,0,0,0,2,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,15<24,IPM,0,0,0,3,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,25<34,IPM,0,0,0,5,4,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,35<44,IPM,0,0,0,11,2,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,45<54,IPM,0,0,0,13,11,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,55<64,IPM,0,0,0,14,22,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,65<74,IPM,3,0,0,55,60,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,75<84,IPM,2,0,0,86,65,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,85<,IPM,1,0,0,44,27,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,<1,IPM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,01<04,IPM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,05<14,IPM,0,0,0,2,1,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,15<24,IPM,0,0,0,0,2,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,25<34,IPM,0,0,0,1,1,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,35<44,IPM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,45<54,IPM,0,0,0,0,2,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,55<64,IPM,0,0,0,4,2,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,65<74,IPM,0,0,0,6,3,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,75<84,IPM,0,0,0,10,9,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,85<,IPM,0,0,0,10,7,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,<1,IPM,0,0,0,4,3,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,01<04,IPM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,05<14,IPM,1,0,0,2,2,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,15<24,IPM,0,0,0,3,2,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,25<34,IPM,0,0,0,5,1,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,35<44,IPM,0,0,0,2,4,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,45<54,IPM,0,0,0,5,11,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,55<64,IPM,0,0,0,15,16,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,65<74,IPM,1,0,0,38,32,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,75<84,IPM,0,0,0,62,39,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,85<,IPM,1,0,0,45,46,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,<1,MEM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,01<04,MEM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,05<14,MEM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,15<24,MEM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,25<34,MEM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,35<44,MEM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,45<54,MEM,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,55<64,MEM,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,65<74,MEM,0,0,0,33,0,1,DS1
JPN,2017,BLOOD,ACISPP,M,CO,75<84,MEM,0,0,0,28,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,85<,MEM,0,0,0,20,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,<1,MEM,0,0,0,5,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,01<04,MEM,0,0,0,5,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,05<14,MEM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,15<24,MEM,0,0,0,4,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,25<34,MEM,0,0,0,9,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,35<44,MEM,0,1,0,12,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,45<54,MEM,0,0,0,24,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,55<64,MEM,0,0,0,36,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,65<74,MEM,4,0,0,114,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,75<84,MEM,1,0,0,152,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,HO,85<,MEM,1,0,0,70,1,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,<1,MEM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,01<04,MEM,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,05<14,MEM,0,0,0,3,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,15<24,MEM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,25<34,MEM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,35<44,MEM,0,0,0,1,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,45<54,MEM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,55<64,MEM,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,65<74,MEM,0,0,0,9,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,75<84,MEM,0,0,0,19,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,CO,85<,MEM,0,0,0,17,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,<1,MEM,0,0,0,7,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,01<04,MEM,0,0,0,2,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,05<14,MEM,1,0,0,4,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,15<24,MEM,0,0,0,5,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,25<34,MEM,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,35<44,MEM,0,0,0,6,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,45<54,MEM,0,0,0,16,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,55<64,MEM,1,0,0,28,0,2,DS1
JPN,2017,BLOOD,ACISPP,F,HO,65<74,MEM,1,0,0,70,0,0,DS1
JPN,2017,BLOOD,ACISPP,F,HO,75<84,MEM,0,0,0,100,0,1,DS1
JPN,2017,BLOOD,ACISPP,F,HO,85<,MEM,1,0,0,90,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,<1,DOR,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,01<04,DOR,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,05<14,DOR,0,0,0,0,0,1,DS1
JPN,2017,BLOOD,ACISPP,M,CO,15<24,DOR,0,0,0,0,0,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,25<34,DOR,0,0,0,0,1,0,DS1
JPN,2017,BLOOD,ACISPP,M,CO,35<44,DOR,0,0,0,0,0,1,DS1
JPN,2017,BLOOD,ACISPP,M,CO,45<54,DOR,0,0,0,0,5,1,DS1
JPN,2017,BLOOD,ACISPP,M,CO,55<64,DOR,0,0,0,0,4,2,DS1
JPN,2017,BLOOD,ACISPP,M,CO,65<74,DOR,0,0,0,0,21,13,DS1
JPN,2017,BLOOD,ACISPP,M,CO,75<84,DOR,0,0,0,0,24,4,DS1
JPN,2017,BLOOD,ACISPP,M,CO,85<,DOR,0,0,0,0,14,7,DS1
